"icao","iata","name","city","country","latitude","longitude"
"SCHA","","Chamonate Airport","Copiapo","Chile","-27.2968998","-70.4131012"
"SCHR","","Schroeder's field","Cochrane","Chile","35.071718","-91.738801"
"SCIC","","General Freire Airport","Curico","Chile","-34.96666718","-71.21639252"
"SCIE","CCP","Carriel Sur Airport","Concepcion","Chile","-36.772701","-73.063103"
"SCIP","IPC","Mataveri Airport","Easter Island","Chile","-27.16480064","-109.4219971"
"SCIR","","Robinson Crusoe Airport","San Juan Bautista","Chile","-33.66500092","-78.92970276"
"SCJO","ZOS","Cañal Bajo Carlos - Hott Siebert Airport","Osorno","Chile","-40.61119843","-73.06099701"
"SCKP","CPP","Coposa Airport","Pica","Chile","-20.7505","-68.683502"
"SCLL","VLR","Vallenar Airport","Vallenar","Chile","-28.59639931","-70.7559967"
"SCLN","ZLR","Municipal de Linares Airport","Linares","Chile","-35.86169815","-71.54859924"
"SCNT","PNT","Tte. Julio Gallardo Airport","Puerto Natales","Chile","-51.67150116","-72.52839661"
"SCOV","OVL","El Tuqui Airport","Ovalle","Chile","-30.55920029","-71.17559814"
"SCPC","ZPC","Pucón Airport","Pucon","Chile","-39.2928009","-71.91590118"
"SCPE","","San Pedro de Atacama Airport","San Pedro de Atacama","Chile","-22.92169952","-68.15840149"
"SCPQ","MHC","Mocopulli Airport","Castro","Chile","-42.340388","-73.715693"
"SCPV","PUX","El Mirador Airport","Puerto Varas","Chile","-41.34939957","-72.94670105"
"SCQP","ZCO","La Araucanía Airport","Temuco","Chile","-38.9259","-72.6515"
"SCRA","CNR","Chañaral Airport","Chañaral","Chile","-26.33250046","-70.6072998"
"SCRD","VAP","Rodelillo Airport","Viña Del Mar","Chile","-33.06809998","-71.55750275"
"SCRG","QRC","De La Independencia Airport","Rancagua","Chile","-34.17369843","-70.77570343"
"SCRM","TNM","Teniente Rodolfo Marsh Martin Base","Isla Rey Jorge","Antarctica","-62.19079971","-58.98669815"
"SCRT","","El Almendro Airport","Scranton","United States","-35.96055603","-71.79333496"
"SCSB","SMB","Franco Bianco Airport","Cerro Sombrero","Chile","-52.73669815","-69.33360291"
"SCSE","LSC","La Florida Airport","La Serena","Chile","-29.916201","-71.199501"
"SCSF","SSD","Víctor Lafón Airport","San Felipe","Chile","-32.74580002","-70.70500183"
"SCSN","","Santo Domingo Airport","CONSELVAN","Brazil","-33.65639877","-71.61440277"
"SCSS","","San Sebastián Airport","San Sebastian","Chile","-53.31700134","-68.65000153"
"SCST","WCA","Gamboa Airport","Castro","Chile","-42.49029922","-73.77279663"
"SCTB","","Eulogio Sánchez Airport","Santiago","Chile","-33.45629883","-70.54669952"
"SCTC","PZS","Maquehue Airport","Temuco","Chile","-38.76679993","-72.63710022"
"SCTE","PMC","El Tepual Airport","Puerto Montt","Chile","-41.43889999","-73.09400177"
"SCTL","TLX","Panguilemo Airport","Talca","Chile","-35.37779999","-71.60169983"
"SCTN","WCH","Chaitén Airport","Chaiten","Chile","-42.93280029","-72.69909668"
"SCTO","ZIC","Victoria Airport","Victoria","Chile","-38.24560165","-72.34860229"
"SCTT","TTC","Las Breas Airport","Taltal","Chile","-25.56430054","-70.37590027"
"SCVD","ZAL","Pichoy Airport","Valdivia","Chile","-39.65000153","-73.08609772"
"SCVM","KNA","Viña del mar Airport","Vina del Mar","Chile","-32.9496","-71.4786"
"SDAG","","Angra dos Reis Airport","Angra dos Reis","Brazil","-22.97529984","-44.30709839"
"SDAI","","Americana Airport","Americana","Brazil","-22.75580025","-47.26940155"
"SDAM","CPQ","Amarais Airport","Campinas","Brazil","-22.85919952","-47.10820007"
"SDBK","QCJ","Botucatu - Tancredo de Almeida Neves Airport","Botucatu","Brazil","-22.939501","-48.467999"
"SDCG","OLC","Senadora Eunice Micheles Airport","Sao Paulo de Olivenca","Brazil","-3.467929508","-68.92041206"
"SDCO","SOD","Sorocaba Airport","Sorocaba","Brazil","-23.478001","-47.490002"
"SDDR","QDC","Dracena Airport","Dracena","Brazil","-21.46050072","-51.60689926"
"SDHU","","Morro da Urca Heliport","Rio de Janeiro","Brazil","-22.95166779","-43.16583252"
"SDIY","FEC","João Durval Carneiro Airport","Feira De Santana","Brazil","-12.2003","-38.906799"
"SDJL","JLS","Jales Airport","Jales","Brazil","-20.29299927","-50.54639816"
"SDKK","QOA","Mococa Airport","Mococa","Brazil","-21.4878006","-47.03440094"
"SDLP","QGC","Lençóis Paulista Airport","Lençóis Paulista","Brazil","-22.57839966","-48.77460098"
"SDMC","","Maricá Airport","Marica","Brazil","-22.9195","-42.830898"
"SDNS","","Samambaia Heliport","Saint Denis","Reunion","-22.46249962","-43.1305542"
"SDNY","QNV","Aeroclube Airport","Nova Iguacu","Brazil","-22.74530029","-43.46030045"
"SDOU","OUS","Ourinhos Airport","Ourinhos","Brazil","-22.96649933","-49.91329956"
"SDOW","OIA","Ourilândia do Norte Airport","Ourilandia do Norte","Brazil","-6.763100147","-51.04990005"
"SDPB","","","Rio De Janeiro","Brazil","-22.751666666666665","-42.83166666666666"
"SDPE","PNB","Porto Nacional Airport","Porto Nacional","Brazil","-10.719402","-48.3997"
"SDPW","QHB","Piracicaba Airport","Piracicaba","Brazil","-22.71150017","-47.61819839"
"SDRK","QIQ","Rio Claro Airport","Rio Claro","Brazil","-22.430104","-47.562113"
"SDRS","REZ","Resende Airport","Resende","Brazil","-22.47850037","-44.4803009"
"SDSC","QSC","Mário Pereira Lopes–São Carlos Airport","Sao Carlos","Brazil","-21.875401","-47.903703"
"SDSK","","Saquarema Airport","Saquarema","Brazil","-22.92972183","-42.50694275"
"SDTK","","Parati Airport","Paraty","Brazil","-23.22439957","-44.72029877"
"SDUB","UBT","Ubatuba Airport","Ubatuba","Brazil","-23.44109917","-45.07559967"
"SDUN","ITP","Itaperuna Airport","Itaperuna","Brazil","-21.21929932","-41.87590027"
"SDUO","QGS","Alagoinhas Airport","Alagoinhas","Brazil","-12.17510033","-38.38019943"
"SDVG","VOT","Votuporanga Airport","Votuporanga","Brazil","-20.46319962","-50.00450134"
"SDVR","","","Rio De Janeiro","Brazil","-22.806666666666665","-43.25"
"SDWQ","ALT","Alenquer Airport","Alenquer","Brazil","-1.917","-54.7231"
"SDYM","QGB","Limeira Airport","Limeira","Brazil","-22.603889","-47.411944"
"SDZY","IZA","Zona da Mata Regional Airport","Juiz de Fora","Brazil","-21.5130558","-43.17305756"
"SEAM","ATF","Chachoán Airport","Ambato","Ecuador","-1.212069988","-78.57460022"
"SECM","","Hacienda Clementina Airport","Clementia","Ecuador","-1.706269979","-79.37889862"
"SECO","OCC","Francisco De Orellana Airport","Coca","Ecuador","-0.462886006","-76.98680115"
"SECU","CUE","Mariscal Lamar Airport","Cuenca","Ecuador","-2.88947","-78.984398"
"SEGS","GPS","Seymour Airport","Galapagos","Ecuador","-0.453758001","-90.26589966"
"SEGU","GYE","José Joaquín de Olmedo International Airport","Guayaquil","Ecuador","-2.15741992","-79.88359833"
"SEGZ","","Gualaquiza Airport","Gualaquiza","Ecuador","-3.423209906","-78.56700134"
"SEIB","","Atahualpa Airport","Ibarra","Ecuador","0.33841899","-78.13639832"
"SEII","IBB","General Villamil Airport","Isabela","Ecuador","-0.942628026","-90.95300293"
"SEJD","TNW","Jumandy Airport","Tena","Ecuador","-1.059722","-77.583333"
"SEJI","JIP","Jipijapa Airport","Jipijapa","Ecuador","-1.0","-80.66666412"
"SEKK","","Km 192 Airport","Km-192","Ecuador","0.184202999","-79.39199829"
"SELJ","","Hacienda La Julia Airport","La Julia","Ecuador","-1.704380035","-79.5522995"
"SELT","LTX","Cotopaxi International Airport","Latacunga","Ecuador","-0.906833","-78.615799"
"SEMA","MRR","Jose Maria Velasco Ibarra Airport","Macara","Ecuador","-4.378230095","-79.94100189"
"SEMC","XMS","Coronel E Carvajal Airport","Macas","Ecuador","-2.299170017","-78.1207962"
"SEMH","MCH","General Manuel Serrano Airport","Machala","Ecuador","-3.2689","-79.961601"
"SEMO","","El Carmen Airport","Montalvo","Ecuador","-2.067009926","-76.97570038"
"SEMT","MEC","Eloy Alfaro International Airport","Manta","Ecuador","-0.946078002","-80.67880249"
"SEMX","","Maragrosa Airport","Maragrosa","Ecuador","-2.851099968","-79.8035965"
"SENL","LGQ","Nueva Loja Airport","Lago Agrio","Ecuador","0.093056001","-76.86750031"
"SEPS","","Amable Calle Gutierrez Airport","Pasaje","Ecuador","-3.319669962","-79.76920319"
"SEPT","PYO","Putumayo Airport","Puerto Putumayo","Ecuador","0.115949","-75.85022"
"SEPV","PVO","Reales Tamarindos Airport","Portoviejo","Ecuador","-1.041650057","-80.47219849"
"SEQE","","Quevedo Airport","Quevedo","Ecuador","-0.989400029","-79.46510315"
"SEQM","UIO","Mariscal Sucre International Airport","Quito","Ecuador","-0.129166667","-78.3575"
"SERB","","Chimborazo Airport","Riobamba","Ecuador","-1.653429985","-78.65609741"
"SERO","ETR","Santa Rosa International Airport","Santa Rosa","Ecuador","-3.441986","-79.996957"
"SESA","SNC","General Ulpiano Paez Airport","Salinas","Ecuador","-2.20499","-80.988899"
"SESC","SUQ","Sucua Airport","Sucua","Ecuador","-2.48300004","-78.16699982"
"SESD","","Santo Domingo de Los Colorados Airport","Santo Domingo","Ecuador","-0.248221993","-79.21440125"
"SESM","PTZ","Rio Amazonas Airport","Pastaza","Ecuador","-1.505239964","-78.06269836"
"SEST","SCY","San Cristóbal Airport","San Cristóbal","Ecuador","-0.910206","-89.617401"
"SESV","BHA","Los Perales Airport","Bahía de Caraquez","Ecuador","-0.608111024","-80.40270233"
"SETA","","Taura Airport","Taura","Ecuador","-2.261039972","-79.68019867"
"SETE","","Mayor Galo Torres Airport","Tena","Ecuador","-0.986766994","-77.81950378"
"SETH","TSC","Taisha Airport","Taisha","Ecuador","-2.381669998","-77.50279999"
"SETI","TPN","Tiputini Airport","Tiputini","Ecuador","-0.776111007","-75.52639771"
"SETM","LOH","Camilo Ponce Enriquez Airport","La Toma (Catamayo)","Ecuador","-3.99589","-79.371902"
"SETN","ESM","General Rivadeneira Airport","Esmeraldas","Ecuador","0.978519022","-79.62660217"
"SETR","TPC","Tarapoa Airport","Tarapoa","Ecuador","-0.122956","-76.33779907"
"SETU","TUA","Teniente Coronel Luis a Mantilla Airport","Tulcan","Ecuador","0.809505999","-77.70809937"
"SFAL","PSY","Port Stanley Airport","Stanley","Falkland Islands","-51.68569946","-57.77759933"
"SGAS","ASU","Silvio Pettirossi International Airport","Asuncion","Paraguay","-25.23999977","-57.52000046"
"SGAY","AYO","Juan De Ayolas Airport","Ayolas","Paraguay","-27.370554","-56.854064"
"SGBN","BFA","Bahía Negra Airport","Bahía Negra","Paraguay","-20.22459984","-58.17919922"
"SGCO","CIO","Teniente Col Carmelo Peralta Airport","Conception","Paraguay","-23.442363","-57.427253"
"SGEN","ENO","Encarnación Airport","Encarnacion","Paraguay","-27.227366","-55.837495"
"SGES","AGT","Guarani International Airport","Ciudad del Este","Paraguay","-25.454516","-54.842682"
"SGFI","FLM","Filadelfia Airport","Filadelfia","Paraguay","-22.360477","-60.053604"
"SGIB","","Itaipú Airport","Itaipu","Paraguay","-25.407519","-54.619377"
"SGLV","PCJ","Puerto La Victoria Airport","Puerto La Victoria","Paraguay","-22.295041","-57.866333"
"SGME","ESG","Dr. Luis Maria Argaña International Airport","Mariscal Estigarribia","Paraguay","-22.04999924","-60.61999893"
"SGOL","OLK","Fuerte Olimpo Airport","Fuerte Olimpo","Paraguay","-21.0452","-57.8825"
"SGPI","PIL","Carlos Miguel Gimenez Airport","Pilar","Paraguay","-26.881224","-58.318026"
"SGPJ","PJC","Dr Augusto Roberto Fuster International Airport","Pedro Juan Caballero","Paraguay","-22.63999939","-55.83000183"
"SIDG","","Fazenda Jatobasso Airport","JARU","Brazil","-22.42916679","-55.53333282"
"SIEL","","Fazenda Várzea Funda Airport","PRIMAVERA D'OESTE","Brazil","-16.58361053","-57.73222351"
"SILC","LVR","Municipal Bom Futuro Airport","Lucas do Rio Verde","Brazil","-13.037861","-55.95025"
"SIMC","","FIC Heliport","MACHADINHO D'OESTE","Brazil","-22.71138954","-47.14110947"
"SIMK","FRC","Tenente Lund Pressoto Airport","Franca","Brazil","-20.592199","-47.3829"
"SIXZ","","Fazenda Spartacus Airport","COLNIZA","Brazil","-24.0","-48.60833359"
"SIZX","JUA","Inácio Luís do Nascimento Airport","Juara","Brazil","-11.2966","-57.5495"
"SJDB","BYO","Bonito Airport","Bointo","Brazil","-21.247299","-56.452499"
"SJHG","CFO","Confresa Airport","Confresa","Brazil","-10.63440037","-51.56359863"
"SJKE","PDR","Presidente José Sarney Airport","Presidente Dutra","Brazil","-5.3098","-44.481"
"SJNP","NPR","Novo Progresso Airport","Novo Progresso","Brazil","-7.125833","-55.400833"
"SJOG","","Ariquemes Airport","ARIQUEMES","Brazil","-9.884721756","-63.04888916"
"SJRG","RIG","Rio Grande Airport","Rio Grande","Brazil","-32.081699","-52.163299"
"SJTC","JTC","Bauru - Arealva Airport","Bauru","Brazil","-22.16685914","-49.05028667"
"SJTF","","Fazenda Mequens Airport","ALTA FLORESTA D'OESTE","Brazil","-13.06194401","-62.25749969"
"SJVO","ARS","Aragarças Airport","Aragarças","Brazil","-15.8994","-52.2411"
"SJYD","","Fazenda Kajussol Airport","Alta Floresta D'Oeste","Brazil","-11.96472168","-61.6866684"
"SKAC","ACR","Araracuara Airport","Araracuara","Colombia","-0.5833","-72.4083"
"SKAD","ACD","Alcides Fernández Airport","Acandi","Colombia","8.51667","-77.3"
"SKAG","","Hacaritama Airport","Aguachica","Colombia","8.247","-73.5814"
"SKAM","AFI","Amalfi Airport","Amalfi","Colombia","6.91667","-75.0667"
"SKAP","API","Gomez Nino Apiay Air Base","Apiay","Colombia","4.07607","-73.5627"
"SKAR","AXM","El Eden Airport","Armenia","Colombia","4.45278","-75.7664"
"SKAS","PUU","Tres De Mayo Airport","Puerto Asis","Colombia","0.505228","-76.5008"
"SKAT","ARQ","El Troncal Airport","Arauquita","Colombia","7.02106","-71.388901"
"SKBC","ELB","Las Flores Airport","El Banco","Colombia","9.04554","-73.9749"
"SKBG","BGA","Palonegro Airport","Bucaramanga","Colombia","7.1265","-73.1848"
"SKBM","NBB","Barranco Minas Airport","Barranco Minas","Colombia","3.483333","-69.8"
"SKBO","BOG","El Dorado International Airport","Bogota","Colombia","4.70159","-74.1469"
"SKBQ","BAQ","Ernesto Cortissoz International Airport","Barranquilla","Colombia","10.8896","-74.7808"
"SKBS","BSC","José Celestino Mutis Airport","Bahia Solano","Colombia","6.20292","-77.3947"
"SKBU","BUN","Gerardo Tobar López Airport","Buenaventura","Colombia","3.81963","-76.9898"
"SKCA","CPB","Capurganá Airport","Capurgana","Colombia","8.63333","-77.35"
"SKCC","CUC","Camilo Daza International Airport","Cucuta","Colombia","7.92757","-72.5115"
"SKCD","COG","Mandinga Airport","Condoto","Colombia","5.08333","-76.7"
"SKCG","CTG","Rafael Nuñez International Airport","Cartagena","Colombia","10.4424","-75.513"
"SKCI","CCO","Carimagua Airport","Puerto López","Colombia","4.56417","-71.3364"
"SKCL","CLO","Alfonso Bonilla Aragon International Airport","Cali","Colombia","3.54322","-76.3816"
"SKCM","CIM","Cimitarra Airport","Cimitarra","Colombia","6.367","-73.967"
"SKCN","RAV","Cravo Norte Airport","Cravo Norte","Colombia","6.31684","-70.2107"
"SKCO","TCO","La Florida Airport","Tumaco","Colombia","1.81442","-78.7492"
"SKCR","CUO","Carurú Airport","Carurú","Colombia","1.0136","-71.2961"
"SKCU","CAQ","Juan H White Airport","Caucasia","Colombia","7.96847","-75.1985"
"SKCV","CVE","Coveñas Airport","Coveñas","Colombia","9.40092","-75.6913"
"SKCZ","CZU","Las Brujas Airport","Corozal","Colombia","9.33274","-75.2856"
"SKEB","EBG","El Bagre Airport","El Bagre","Colombia","7.59647","-74.8089"
"SKEH","ECR","El Charco Airport","El Charco","Colombia","2.449444444","-78.09416667"
"SKEJ","EJA","Yariguíes Airport","Barrancabermeja","Colombia","7.02433","-73.8068"
"SKFL","FLA","Gustavo Artunduaga Paredes Airport","Florencia","Colombia","1.58919","-75.5644"
"SKFU","FDA","Fundación Airport","Fundación","Colombia","10.5333","-74.2"
"SKGA","LGT","La Gaviota Airport","","Colombia","4.549722","-70.925"
"SKGI","GIR","Santiago Vila Airport","Girardot","Colombia","4.27624","-74.7967"
"SKGO","CRC","Santa Ana Airport","Cartago","Colombia","4.75818","-75.9557"
"SKGP","GPI","Juan Casiano Airport","Guapi","Colombia","2.57013","-77.8986"
"SKGY","","Guaymaral Airport","Guaymaral","Colombia","4.81233","-74.0649"
"SKGZ","","La Jagua Airport","Garzón","Colombia","2.1464","-75.6944"
"SKHA","CPL","Chaparral Airport","Chaparral","Colombia","3.717","-75.467"
"SKHC","HTZ","Hato Corozal Airport","Hato Corozal","Colombia","6.15","-71.75"
"SKIB","IBE","Perales Airport","Ibague","Colombia","4.42161","-75.1333"
"SKIG","IGO","Chigorodó Airport","Chigorodó","Colombia","7.68038","-76.6865"
"SKIM","LPE","La Primavera Airport","La Primavera","Colombia","5.4776","-70.4212"
"SKIP","IPI","San Luis Airport","Ipiales","Colombia","0.861925","-77.6718"
"SKJU","JUO","Jurado Airport","Jurado","Colombia","6.516667","-76.6"
"SKLC","APO","Antonio Roldan Betancourt Airport","Carepa","Colombia","7.81196","-76.7164"
"SKLG","LQM","Caucaya Airport","Puerto Leguízamo","Colombia","-0.182278","-74.7708"
"SKLM","MCJ","Jorge Isaac Airport","La Mina","Colombia","11.2325","-72.4901"
"SKLP","LPD","La Pedrera Airport","La Pedrera","Colombia","-1.32861","-69.5797"
"SKLT","LET","Alfredo Vásquez Cobo International Airport","Leticia","Colombia","-4.19355","-69.9432"
"SKMD","EOH","Enrique Olaya Herrera Airport","Medellin","Colombia","6.220549","-75.590582"
"SKMF","MFS","Miraflores Airport","Miraflores","Colombia","1.35","-71.9444"
"SKMG","MGN","Baracoa Airport","Magangue","Colombia","9.28474","-74.8461"
"SKML","MTB","Montelibano Airport","Montelíbano","Colombia","7.97174","-75.4325"
"SKMR","MTR","Los Garzones Airport","Monteria","Colombia","8.82374","-75.8258"
"SKMU","MVP","Fabio Alberto Leon Bentley Airport","Mitu","Colombia","1.25366","-70.2339"
"SKMZ","MZL","La Nubia Airport","Manizales","Colombia","5.0296","-75.4647"
"SKNA","LMC","El Refugio/La Macarena Airport","La Macarena","Colombia","2.1736","-73.7862"
"SKNC","NCI","Necocli Airport","Necocli","Colombia","8.45","-76.7833"
"SKNQ","NQU","Reyes Murillo Airport","Nuquí","Colombia","5.6964","-77.2806"
"SKNV","NVA","Benito Salas Airport","Neiva","Colombia","2.95015","-75.294"
"SKOC","OCV","Aguas Claras Airport","Ocana","Colombia","8.31506","-73.3583"
"SKOE","ORC","Orocue Airport","Orocue","Colombia","4.79222","-71.3564"
"SKOT","OTU","Otu Airport","Otu","Colombia","7.01037","-74.7155"
"SKPB","","Puerto Bolívar Airport","Puerto Bolivar","Colombia","12.2215","-71.9848"
"SKPC","PCR","German Olano Airport","Puerto Carreno","Colombia","6.18472","-67.4932"
"SKPD","PDA","Obando Airport","Puerto Inírida","Colombia","3.85353","-67.9062"
"SKPE","PEI","Matecaña International Airport","Pereira","Colombia","4.81267","-75.7395"
"SKPI","PTX","Pitalito Airport","Pitalito","Colombia","1.85777","-76.0857"
"SKPL","PLT","Plato Airport","Plato","Colombia","9.8","-74.7833"
"SKPN","NAR","Puerto Nare Airport","Armenia","Colombia","6.21002","-74.5906"
"SKPP","PPN","Guillermo León Valencia Airport","Popayan","Colombia","2.4544","-76.6093"
"SKPQ","PAL","German Olano Air Base","La Dorada","Colombia","5.48361","-74.6574"
"SKPR","PBE","Puerto Berrio Airport","Puerto Berrio","Colombia","6.46034","-74.4105"
"SKPS","PSO","Antonio Narino Airport","Pasto","Colombia","1.39625","-77.2915"
"SKPV","PVA","El Embrujo Airport","Providencia","Colombia","13.3569","-81.3583"
"SKPZ","PZA","Paz De Ariporo Airport","Paz De Ariporo","Colombia","5.87615","-71.8866"
"SKQU","MQU","Mariquita Airport","Mariquita","Colombia","5.21256","-74.8836"
"SKRA","TCD","Tarapacá Airport","Tarapacá","Colombia","-2.894722","-69.747222"
"SKRG","MDE","Jose Maria Córdova International Airport","Rio Negro","Colombia","6.16454","-75.4231"
"SKRH","RCH","Almirante Padilla Airport","Rio Hacha","Colombia","11.5262","-72.926"
"SKSA","RVE","Los Colonizadores Airport","Saravena","Colombia","6.951868","-71.857179"
"SKSJ","SJE","Jorge E. Gonzalez Torres Airport","San Jose Del Guaviare","Colombia","2.57969","-72.6394"
"SKSL","SSL","Santa Rosalia Airport","Santa Rosalia","Colombia","5.1309","-70.8682"
"SKSM","SMR","Simón Bolívar International Airport","Santa Marta","Colombia","11.1196","-74.2306"
"SKSO","SOX","Alberto Lleras Camargo Airport","Sogamoso","Colombia","5.67732","-72.9703"
"SKSP","ADZ","Gustavo Rojas Pinilla International Airport","San Andres Island","Colombia","12.5836","-81.7112"
"SKSR","SRS","San Marcos Airport","San Marcos","Colombia","8.69","-75.156"
"SKSV","SVI","Eduardo Falla Solano Airport","San Vincente De Caguan","Colombia","2.15217","-74.7663"
"SKTA","TAU","Tauramena Airport","Tauramena","Colombia","5.01281","-72.7424"
"SKTB","TIB","Tibú Airport","Tibú","Colombia","8.63152","-72.7304"
"SKTD","TDA","Trinidad Airport","Trinidad","Colombia","5.43278","-71.6625"
"SKTJ","","Tunja Airport","Tunja","Colombia","5.54138","-73.3445"
"SKTL","TLU","Golfo de Morrosquillo Airport","Tolu","Colombia","9.50945","-75.5854"
"SKTM","TME","Gustavo Vargas Airport","Tame","Colombia","6.45108","-71.7603"
"SKTQ","TQS","Tres Esquinas Air Base","Tres Esquinas","Colombia","0.7459","-75.234"
"SKTU","TRB","Gonzalo Mejía Airport","Turbo","Colombia","8.07453","-76.7415"
"SKUA","","Marandúa Air Base","Marandúa","Colombia","5.52448","-68.6856"
"SKUC","AUC","Santiago Perez Airport","Arauca","Colombia","7.06888","-70.7369"
"SKUI","UIB","El Caraño Airport","Quibdo","Colombia","5.69076","-76.6412"
"SKUL","ULQ","Heriberto Gíl Martínez Airport","Tulua","Colombia","4.08836","-76.2351"
"SKUR","URR","Urrao Airport","Urrao","Colombia","6.32883","-76.1425"
"SKVG","VGZ","Villa Garzón Airport","Villa Garzon","Colombia","0.978767","-76.6056"
"SKVL","PYA","Velásquez Airport","Puerto Boyacá","Colombia","5.93904","-74.457"
"SKVP","VUP","Alfonso López Pumarejo Airport","Valledupar","Colombia","10.435","-73.2495"
"SKVV","VVC","Vanguardia Airport","Villavicencio","Colombia","4.16787","-73.6138"
"SKYA","AYG","Yaguara Airport","San Vicente Del Caguán","Colombia","1.54417","-73.9333"
"SKYP","EYP","El Yopal Airport","Yopal","Colombia","5.31911","-72.384"
"SLAG","MHW","Monteagudo Airport","El Bañado","Bolivia","-19.82699966","-63.96099854"
"SLAP","APB","Apolo Airport","Apolo","Bolivia","-14.73560047","-68.41190338"
"SLAS","ASC","Ascención De Guarayos Airport","Ascensión de Guarayos","Bolivia","-15.93029976","-63.15670013"
"SLBA","BVL","Baures Airport","Baures","Bolivia","-13.58333302","-63.58333206"
"SLBJ","BJO","Bermejo Airport","Bermejo","Bolivia","-22.77330017","-64.31289673"
"SLCA","CAM","Camiri Airport","Camiri","Bolivia","-20.00639915","-63.52780151"
"SLCB","CBB","Jorge Wilsterman International Airport","Cochabamba","Bolivia","-17.42110062","-66.17710114"
"SLCC","","Copacabana Airport","Copacabana","Bolivia","-16.19109917","-69.09559631"
"SLCH","CCA","Chimore Airport","Chapacura","Bolivia","-16.976834","-65.145568"
"SLCO","CIJ","Capitán Aníbal Arab Airport","Cobija","Bolivia","-11.04039955","-68.78299713"
"SLCP","CEP","Concepción Airport","Concepción","Bolivia","-16.13829994","-62.02859879"
"SLCR","","Comarapa Airport","Salt Lake City","United States","-17.91360092","-64.51779938"
"SLET","SRZ","El Trompillo Airport","Santa Cruz","Bolivia","-17.81159973","-63.17150116"
"SLGY","GYA","Capitán de Av. Emilio Beltrán Airport","Guayaramerín","Bolivia","-10.82059956","-65.34559631"
"SLHJ","BVK","Huacaraje Airport","Itenes","Bolivia","-13.55000019","-63.7478981"
"SLJE","SJS","San José De Chiquitos Airport","San José de Chiquitos","Bolivia","-17.8307991","-60.74309921"
"SLJO","SJB","San Joaquín Airport","San Joaquín","Bolivia","-13.0528","-64.661697"
"SLJV","SJV","San Javier Airport","San Javier","Bolivia","-16.27079964","-62.47029877"
"SLLP","LPB","El Alto International Airport","La Paz","Bolivia","-16.51329994","-68.19229889"
"SLMG","MGD","Magdalena Airport","Magdalena","Bolivia","-13.26074838","-64.06076431"
"SLOR","ORU","Juan Mendoza Airport","Oruro","Bolivia","-17.96260071","-67.07620239"
"SLPA","","Palmar Airport","Santa Lucia","Peru","-18.97166634","-62.97533417"
"SLPO","POI","Capitan Nicolas Rojas Airport","Potosi","Bolivia","-19.54310036","-65.72370148"
"SLPR","PUR","Puerto Rico Airport","Puerto Rico/Manuripi","Bolivia","-11.107663","-67.551155"
"SLPS","PSZ","Capitán Av. Salvador Ogaya G. airport","Puerto Suarez","Bolivia","-18.975301","-57.820599"
"SLRA","SRD","San Ramón Airport","San Ramón / Mamoré","Bolivia","-13.2639","-64.603897"
"SLRB","RBO","Roboré Airport","Roboré","Bolivia","-18.32920074","-59.76499939"
"SLRI","RIB","Capitán Av. Selin Zeitun Lopez Airport","Riberalta","Bolivia","-11.0","-66.0"
"SLRQ","RBQ","Rurenabaque Airport","Rerrenabaque","Bolivia","-14.42790031","-67.49680328"
"SLRY","REY","Reyes Airport","Reyes","Bolivia","-14.3044","-67.353401"
"SLSA","SBL","Santa Ana Del Yacuma Airport","Santa Ana","Bolivia","-13.76220036","-65.43520355"
"SLSB","SRJ","Capitán Av. German Quiroga G. Airport","San Borja","Bolivia","-14.85919952","-66.73750305"
"SLSI","SNG","Capitán Av. Juan Cochamanidis S. Airport","San Ignacio de Velasco","Bolivia","-16.38360023","-60.96279907"
"SLSM","SNM","San Ignacio de Moxos Airport","San Ignacio de Moxos","Bolivia","-14.9658","-65.6338"
"SLSR","SRB","Santa Rosa De Yacuma Airport","Santa Rosa","Bolivia","-14.06620026","-66.78679657"
"SLSU","SRE","Juana Azurduy De Padilla Airport","Sucre","Bolivia","-19.00709915","-65.28869629"
"SLTI","MQK","San Matías Airport","San Matías","Bolivia","-16.33919907","-58.40190125"
"SLTJ","TJA","Capitan Oriel Lea Plaza Airport","Tarija","Bolivia","-21.5557003","-64.70130157"
"SLTR","TDD","Teniente Av. Jorge Henrich Arauz Airport","Trinidad","Bolivia","-14.81869984","-64.91799927"
"SLUY","UYU","Uyuni Airport","Uyuni","Bolivia","-20.44630051","-66.8483963"
"SLVG","VAH","Capitán Av. Vidal Villagomez Toledo Airport","Vallegrande","Bolivia","-18.48250008","-64.09940338"
"SLVM","VLM","Teniente Coronel Rafael Pabón Airport","Villa Montes","Bolivia","-21.25519943","-63.4056015"
"SLVR","VVI","Viru Viru International Airport","Santa Cruz","Bolivia","-17.6448","-63.135399"
"SLYA","BYC","Yacuiba Airport","Yacuiba","Bolivia","-21.96089935","-63.65169907"
"SMAF","","Afobakka Airstrip","Afobaka","Suriname","4.998505","-54.992033"
"SMAM","","Amatopo Airstrip","Amatopo","Suriname","3.547885","-57.633958"
"SMBN","ABN","Albina Airport","Albina","Suriname","5.512720108","-54.05009842"
"SMBO","BTO","Botopasi Airport","Botopasi","Suriname","4.217511094","-55.44705391"
"SMCA","AAJ","Cayana Airstrip","Awaradam","Suriname","3.898681","-55.577907"
"SMCO","TOT","Totness Airport","Totness","Suriname","5.865829945","-56.32749939"
